text,label,clean_text,embeddings
不一定一天能检查完。,1,不一定一天能检查完,"[-0.71524495 -1.1280323  -0.4793164  ...  0.808473   -0.39396304
 -0.35848913]"
一般不会使囊肿增大，若后期增大的话就手术干预，复发的概率在10-20%左右,1,一般不会使囊肿增大若后期增大的话就手术干预复发的概率在1020左右,"[-0.7860695  -0.3286271  -0.2571809  ... -0.08095086 -0.8148276
  0.33457243]"
如果白细胞高需要口服抗生素。,1,如果白细胞高需要口服抗生素,"[-0.860061   -1.0132796  -0.94907343 ...  0.3963949  -0.14311635
 -0.2631324 ]"
你这个情况呃没有用过化疗吗，为什么不尝试一下化疗。,1,你这个情况呃没有用过化疗吗为什么不尝试一下化疗,"[-0.9211983  -1.1242607  -0.28829542 ...  1.0466067  -0.70171905
  0.7287134 ]"
加重及时复诊,1,加重及时复诊,"[-0.17924775 -0.5216208  -0.58248705 ...  0.45741227 -0.4604498
 -0.25612122]"
治疗前泌乳素有异常吗？,0,治疗前泌乳素有异常吗,"[-0.82084763 -0.803993   -0.87469405 ...  0.33043456  0.10956258
 -0.24684629]"
开思亭痒了可以一直吃,1,开思亭痒了可以一直吃,"[-0.28793788 -1.3734882  -0.7137107  ...  0.6645111  -0.6494911
  0.16510129]"
根据你6-9B超检查胚芽大小与停经天数还是相符合的。,1,根据你69B超检查胚芽大小与停经天数还是相符合的,"[-1.0445272  -0.64833283 -0.5088388  ...  0.02267051 -0.36405954
 -0.2641461 ]"
你这个有可能不一定要去处理它，你再看一下嘛好不好，在总体比上次好很多嘞。,0,你这个有可能不一定要去处理它你再看一下嘛好不好在总体比上次好很多嘞,"[-0.16393556 -1.0057402  -0.1579695  ...  0.11349687 -0.52737355
 -0.14497569]"
不过，如果有T的话，做的话可以吃一段时间，好吧，一般我们也不太建议长期吃。,1,不过如果有T的话做的话可以吃一段时间好吧一般我们也不太建议长期吃,"[-1.0346347  -1.822916   -0.3383953  ...  0.31735298 -0.99064505
 -0.08766507]"
呃，随访的话要比超稳定比如说一至十六十五这个波动。,1,呃随访的话要比超稳定比如说一至十六十五这个波动,"[-0.96628964 -0.9753567  -0.7554946  ...  0.21684411 -0.793374
 -0.23065512]"
别急，先去医院验个小便。,1,别急先去医院验个小便,"[-0.64373755 -0.6414849  -0.43252927 ...  0.09325008 -0.4249009
 -0.42104846]"
1周左右后儿童医院复查,1,1周左右后儿童医院复查,"[-0.60394865 -0.67860556 -0.41655707 ... -0.1043053  -0.00903018
  0.00350055]"
2.手术按照助手通知的时间入院。,0,2手术按照助手通知的时间入院,"[-1.1861341  -0.836576   -0.6545806  ... -0.07504725 -0.95618063
  0.15822977]"
不客气的,0,不客气的,"[-0.8199615  -1.1693691  -1.2670014  ...  0.6514206  -0.45360222
 -0.38036454]"
一年四季都做呀，都是我自己开的,0,一年四季都做呀都是我自己开的,"[-0.56306356 -1.2855248   0.02361618 ...  0.7329994  -0.7484414
  0.0759286 ]"
脑干肿瘤术后引起肢体不协调，构音问题是很有可能的。,1,脑干肿瘤术后引起肢体不协调构音问题是很有可能的,"[-0.61662483 -1.1296412  -0.09148838 ...  0.30118743 -0.6686554
  0.52201855]"
下午好，因为上次手术前血液科会诊过建议下次手术前复查血液、凝血相关检查，所以这次入院后查的比较多，宝宝在中转病房告知过的,1,下午好因为上次手术前血液科会诊过建议下次手术前复查血液凝血相关检查所以这次入院后查的比较多宝宝在中转病房告知过的,"[-0.17253971 -0.7454502  -0.33836097 ...  0.20454594 -0.6346016
  0.33605686]"
看下次月经情况。,0,看下次月经情况,"[-0.6490295  -0.49836242 -0.99339056 ...  0.22249787 -0.71622914
 -0.28978103]"
调整情绪，自我调节，必要时配合药物。,1,调整情绪自我调节必要时配合药物,"[-1.3185325  -1.3629844  -0.24126822 ...  0.4052395  -0.7859086
  0.4313787 ]"
同时，需要把非激素药膏，如0.1%普特彼软膏同时使用，一天两次，维持使用，至少维持1-3月。,1,同时需要把非激素药膏如01普特彼软膏同时使用一天两次维持使用至少维持13月,"[-0.6048539  -1.0953636  -0.15013659 ...  0.19429976 -0.49035257
 -0.05604017]"
右侧一个表浅,0,右侧一个表浅,"[-0.41319796 -0.9390626  -0.17058879 ...  0.5373969  -0.5220614
  0.42236632]"
发的图片看的不清楚,0,发的图片看的不清楚,"[-0.26738465 -1.36084    -0.5768539  ...  0.8225076  -0.44320384
  0.13343963]"
这种情况可能和机体免疫功能不稳定，皮肤敏感度增加，环境因素刺激（包括蚊虫螨虫等叮咬的毒素刺激）等有关，具体原因可以到医院查一下：过敏源、免疫功能（包括免疫球蛋白E、抗核抗体等）、嗜酸细胞计数等检测，找一下诱因。,1,这种情况可能和机体免疫功能不稳定皮肤敏感度增加环境因素刺激包括蚊虫螨虫等叮咬的毒素刺激等有关具体原因可以到医院查一下过敏源免疫功能包括免疫球蛋白E抗核抗体等嗜酸细胞计数等检测找一下诱因,"[-1.0741533  -0.5789132  -0.00886505 ...  0.21268842 -0.8002961
  0.5115662 ]"
^O^,0,O,[-0.9173196 -1.0260075 -1.3029138 ...  0.4621591 -1.0802581 -0.1404491]
你每天把核酸做好。,0,你每天把核酸做好,"[-0.48844624 -1.5134518  -0.5408107  ...  0.44727832 -0.2599821
  0.1556894 ]"
根据你传上来的病史及B超检查和激素化验结果显示卵巢早衰确诊。,1,根据你传上来的病史及B超检查和激素化验显示卵巢早衰确诊,"[-1.2862953  -1.0773244  -0.24980366 ...  0.10449708 -0.19968772
 -0.14090697]"
是否正常？,0,是否正常,"[-0.8789984  -0.8100457  -0.8559903  ...  0.3867953  -0.7978723
 -0.26721737]"
来我们医院做吧,0,来我们医院做吧,"[-0.8970711  -1.1863132   0.03604351 ...  0.35660487 -1.0426788
  0.14726093]"
一般呢，出血三个月以后手术这个时候呢，出血的血肿呢，完全吸收了。,1,一般呢出血三个月以后手术这个时候呢出血的血肿呢完全吸收了,"[-0.56805557 -0.6134769  -0.25608703 ...  0.29538396 -0.776144
  0.15192257]"
都正常的,0,都正常的,"[-0.7775697  -1.0026784  -0.61594766 ...  0.10628588 -0.54791856
 -0.32733947]"
请把最近化验的需常规和肝肾功能发给我看一下 要么先服用中成药 起效慢一些,1,请把最近化验的需常规和肝肾功能发给我看一下要么先服用中成药起效慢一些,"[-1.1329944  -1.3339788   0.27212033 ...  0.5048316  -0.17538685
  0.40627122]"
可以再做个增强核磁帮助诊断,1,可以再做个增强核磁帮助诊断,"[-0.7696915  -1.0715034  -0.0550949  ...  0.38670468 -1.0947899
  0.44979772]"
应该哒,0,应该哒,"[-1.0936363  -1.8511313  -1.0935917  ...  0.4736192  -0.96425116
 -0.20080368]"
知道了。,0,知道了,"[-0.8322348  -1.292991   -1.0387692  ...  0.0532757  -0.80198807
 -0.58764285]"
可以的，您到时候我在就诊的时候你来找我就OK了，这是一个另外一个呢，如果停药的检查也可以停了药以后第三天做个检查检查了，因为六小时就出来报告了，然后再重新新的疫和再开始吃起来。,1,可以的您到时候我在就诊的时候你来找我就OK了这是一个另外一个呢如果停药的检查也可以停了药以后第三天做个检查检查了因为六小时就出来报告了然后再重新新的疫和再开始吃起来,[-0.808086  -1.5349095 -0.5564699 ... -0.0126659 -0.77493    0.13459  ]
药物对抗早泄神经、阴茎龟头敏感治疗方案：达泊西汀性生活前1-3小时服用一颗，提前1、2、3小时你都可以试试；耐力夫性生活前20-30分钟喷，干了之后就可以性生活了。,1,药物对抗早泄神经阴茎龟头敏感治疗方案达泊西汀性生活前13小时服用一颗提前123小时你都可以试试耐力夫性生活前2030分钟喷干了之后就可以性生活了,"[-0.96092653 -1.2465364  -0.1725074  ...  0.38387764 -0.5248945
 -0.05603306]"
没有，今天做个核酸，阴性，明天到普通床位，下周安排手术,1,没有今天做个核酸阴性明天到普通床位下周安排手术,"[-0.52230227 -0.99695224 -0.6858009  ...  0.01081894 -0.7313049
  0.27821928]"
脑积水可能会加重昏迷 所以脑脊液干净后 可能要分流手术,1,脑积水可能会加重昏迷所以脑脊液干净后可能要分流手术,"[-0.8222836  -0.60828435 -0.20499343 ...  0.29199007 -0.02149206
  0.4429897 ]"
还有病历病理报告。,0,还有病历病理报告,"[-0.5475977  -1.0392404  -0.6153463  ...  0.5234608  -0.08930796
  0.13338679]"
另外术后这么久了，也不会引起脖子疼,1,另外术后这么久了也不会引起脖子疼,"[-0.4731047  -1.5521989  -0.53107274 ...  0.08369301 -1.3214804
  0.3138929 ]"
你理解的是对的，一般用避孕药调理月经调理三个周期周期好了以后停药，这种线就没有多少影响好不好，这个这个不用担心，其实影响很小，另外一个那个激素六项，我们也不作为调理月经用药的一个根据啊，不作为，他根据那你就是激素六项正常，也好不正常也好，我都可以用避孕药调理月经的好不好，这个你不用太在意他明天如果你来看的话，如果电脑里有我会帮你看一下就算是卵巢功能低下，那这个也调理月经月经避孕药调理月经也没有多大问题的。,1,你理解的是对的一般用避孕药调理月经调理三个周期周期好了以后停药这种线就没有多少影响好不好这个这个不用担心其实影响很小另外一个那个激素六项我们也不作为调理月经用药的一个根据啊不作为他根据那你就是激素六项正常也好不正常也好我都可以用避孕药调理月经的好不好这个你不用太在意他明天如果你来看的话如果电脑里有我会帮你看一下就算是卵巢功能低下那这个也调理月经月经避孕药调理月经也没有多大问题的,"[-1.0420377  -1.1060641  -0.3981016  ...  0.21257721 -0.46233192
 -0.09934816]"
对的，做个妇科内检，看看盆腔有没有压痛，有压痛就是盆腔炎，需要口服头孢和甲硝唑抗炎治疗,1,对的做个妇科内检看看盆腔有没有压痛有压痛就是盆腔炎需要口服头孢和甲硝唑抗炎治疗,"[-0.76927024 -0.6596497  -0.7174581  ... -0.0315253  -0.78524405
  0.09737772]"
视力好的？,0,视力好的,"[-0.88835025 -1.168784   -0.3611477  ...  0.35110635 -0.47665745
 -0.09229645]"
这两次没有明显变化，又一年多过去了，疫情稳定后建议再复查一下,1,这两次没有明显变化又一年多过去了疫情稳定后建议再复查一下,"[-0.19370887 -1.2151781  -0.33142784 ... -0.33930653 -0.61525977
  0.44053882]"
我们这边做的很多，这种效果很好,0,我们这边做的很多这种效果很好,"[-0.9195589  -1.4690055  -0.05362609 ...  0.2691878  -0.6803875
 -0.129253  ]"
这个肿瘤是良性，生长缓慢，可以手术,1,这个肿瘤是良性生长缓慢可以手术,"[-1.4932361  -0.6501565   0.22481428 ...  0.3419263   0.06909252
  0.65112793]"
一个疗程需要三到六个月。,1,一个疗程需要三到六个月,"[-1.0297009  -1.2541099  -0.38058028 ...  0.4434085  -0.2146136
 -0.26781034]"
两次变化不大，可以继续随访，半年后来门诊复查,1,两次变化不大可以继续随访半年后来门诊复查,"[-0.5188884  -0.8975215  -0.01256708 ... -0.26378655 -0.6737505
  0.5502778 ]"
最近有没有熬夜劳累过度呢？,0,最近有没有熬夜劳累过度呢,"[-0.27759618 -1.1684215   0.15930791 ...  0.71312267 -0.74012667
  0.05824127]"
电子版有吗？,0,电子版有吗,"[-0.29948694 -1.3436815  -0.9820521  ...  0.08727734 -0.48105448
  0.27453133]"
三黄血清口服液 10ml*10支/盒 数量：12盒,1,三黄血清口服液10ml10支盒数量12盒,"[-0.9266898  -1.2198212  -0.6298535  ...  0.6810045  -0.04926538
 -0.28769574]"
反正总体就觉得如果放疗能够耐受呢，你就先放到坐起来放在之间不一定换到的，等到心脏这种理好了再说吧，所以靶向治疗一般是用在复发的时候，再用。,1,反正总体就觉得如果放疗能够耐受呢你就先放到坐起来放在之间不一定换到的等到心脏这种理好了再说吧所以靶向治疗一般是用在复发的时候再用,"[-0.96667457 -1.1942024  -0.22345641 ...  0.6721242  -0.96581936
 -0.15242548]"
那里的杨军博士是射波刀的专家。,0,那里的杨军博士是射波刀的专家,"[-1.2777704  -1.0099001  -0.10490329 ...  0.2798999  -0.90456176
  0.01737303]"
对的，是有些炎症，所以两个药膏一起抹,1,对的是有些炎症所以两个药膏一起抹,"[-0.1615775  -0.85261494 -0.6496097  ...  0.25325942 -0.61018056
 -0.24780992]"
没有性生活，宫颈癌可能性非常小,1,没有性生活宫颈癌可能性非常小,"[-0.6769286  -0.63251007 -0.7939839  ...  0.17121945 -0.7798997
  0.5690466 ]"
左上叶左下叶实性结节经过重建后分析确认考虑炎性增殖结节可能，良性,1,左上叶左下叶实性结节经过重建后分析确认考虑炎性增殖结节可能良性,"[-1.0333778  -0.8859087  -0.16228105 ...  0.01640922 -0.02261223
  0.3913345 ]"
以后就不来月经的。,1,以后就不来月经的,"[-1.3503113  -1.2408171  -0.6351553  ...  0.9726882  -0.784932
 -0.02534864]"
但你不是说你没法坚持去医院吗？,0,但你不是说你没法坚持去医院吗,"[-0.75910914 -1.2970165  -0.547949   ...  0.724423   -0.87369305
 -0.06613634]"
也不会差这点时间，告诉您家人不要着急。,0,也不会差这点时间告诉您家人不要着急,[-0.9562214 -1.4090794 -0.751536  ...  0.6851952 -0.4701263 -0.2692581]
手术有无全切？,0,手术有无全切,"[-0.34759468 -1.1116099  -0.432308   ...  1.0148803  -0.9940088
  0.26853088]"
这个没关系，,0,这个没关系,"[-0.3561225  -1.6081681  -0.89287174 ...  0.7363417  -0.6741892
 -0.45482934]"
我们别地教授的。,0,我们别地教授的,"[-1.0168023  -1.3605717  -1.0118113  ...  0.76817524 -0.83832896
 -0.22358926]"
行宫颈锥切手术，根据病理报告决定后续处理,1,行宫颈锥切手术根据病理报告决定后续处理,"[-0.8095663  -1.1614685  -0.6584198  ...  0.48669982 -0.5298619
  0.29357404]"
这个就很难说了，所以你先化疗化疗好了之后，边走边看好吧。,0,这个就很难说了所以你先化疗化疗好了之后边走边看好吧,"[-0.91372645 -0.63781136 -0.23483098 ...  0.5996671  -0.5196442
  0.5693011 ]"
没关系，保持联系即可,0,没关系保持联系即可,"[-0.93708986 -1.7574029  -1.4213748  ...  0.46533182 -0.5527978
  0.11210383]"
这个当然也可以你在恢复的过程当中跟他现在的表现做比较好吧。,0,这个当然也可以你在恢复的过程当中跟他现在的表现做比较好吧,"[-0.54095167 -1.3956327  -0.5855386  ...  0.21256585 -0.8290946
 -0.1058342 ]"
激素HCG看都是正常的，目前所以没有流产的风险，从技术上看。,1,激素HCG看都是正常的目前所以没有流产的风险从技术上看,"[-1.0226533  -0.9013475  -0.5734123  ... -0.12827484 -0.12890425
 -0.08700602]"
皮肤过敏后会有皮肤屏障功能受损，所以锁水功能会下降，皮肤会比较干燥。,1,皮肤过敏后会有皮肤屏障功能受损所以锁水功能会下降皮肤会比较干燥,"[-0.22092205 -0.35709897 -0.29210466 ...  0.39841288 -0.5146307
 -0.5297438 ]"
嗯，关于耐药性，你如果规律的吃吃四到六周没没问题的。,1,嗯关于耐药性你如果规律的吃吃四到六周没没问题的,"[-0.93017757 -1.7769107  -0.30753475 ... -0.05160311 -0.49533677
  0.06840989]"
对吧，炉甘石擦擦也在好吗，你就不要加激素药水了啊，不要加全美。,1,对吧炉甘石擦擦也在好吗你就不要加激素药水了啊不要加全美,"[-0.23992002 -1.0948145  -0.78224623 ...  0.41752043 -0.49603358
 -0.2994421 ]"
胃肠镜做过吗，有没有什么问题。,0,胃肠镜做过吗有没有什么问题,"[-0.5078664  -1.179907   -0.25888896 ...  0.17112508 -0.34232295
  0.25179493]"
哎，家长你好，从照片上来看，应该是一个左侧睾丸的鞘膜鞘膜积液还有对于这个年龄的小朋友是很常见的就是我们小男孩出生以后呢，付就是大腿内侧腹股沟的地方有两根管道，我们叫叫叫做鞘状突，呃出生的时候呢，他都是没有关闭的，所以呢，肚子里的东西可能会流下去，比如说肠子流下去或者大网膜流下去我们叫做疝气或者有些地方叫小肠气。,1,哎家长你好从照片上来看应该是一个左侧睾丸的鞘膜鞘膜积液还有对于这个年龄的小朋友是很常见的就是我们小男孩出生以后呢付就是大腿内侧腹股沟的地方有两根管道我们叫叫叫做鞘状突呃出生的时候呢他都是没有关闭的所以呢肚子里的东西可能会流下去比如说肠子流下去或者大网膜流下去我们叫做疝气或者有些地方叫小肠气,"[-0.4294764  -0.4106328  -0.2979864  ... -0.1288802  -0.13817784
  0.1904473 ]"
定期复查膀胱镜。,1,定期复查膀胱镜,"[-0.37754276 -0.51563907 -0.20463598 ...  0.05189857 -0.4302814
 -0.1412505 ]"
严密观察，必要时强化点MRS,1,严密观察必要时强化点MRS,"[-0.5859189  -0.9328476  -0.14990583 ...  0.14709987 -0.6383305
  0.35879794]"
你所有的报告照片都没有拍到检查的医院。,0,你所有的报告照片都没有拍到检查的医院,"[-1.0617363  -1.017551   -0.6091691  ...  0.3160606  -0.416349
  0.41392988]"
卤米松绝不许用脸上。,1,卤米松绝不许用脸上,"[-0.09354552 -1.5942166  -0.6398976  ...  0.68261737 -1.0408545
 -0.15735358]"
呃，你现在如果皮肤没有什么不舒服那完全OK的本身这个药膏他也可以长期用的，但是呢，你如果在吃了异维酸之后，建议你刚开始吃药的时候，不要用包括以后如果说痘痘没有了，也不要再用了，因为为什么呢，因为其实口服的异维酸，他和阿达帕林，他是尽情它们是同一类药物，你可以理解为，一个是口服的版本，一个是外用的版本，因为我们在口服异维酸之后啊，你皮肤会变得干燥嘛，没有那么油了，那你这个时候对于呃，对于阿达帕的耐受性会降低的，所以说我们通常呢这两个药很少联用。,1,呃你现在如果皮肤没有什么不舒服那完全OK的本身这个药膏他也可以长期用的但是呢你如果在吃了异维酸之后建议你刚开始吃药的时候不要用包括以后如果说痘痘没有了也不要再用了因为为什么呢因为其实口服的异维酸他和阿达帕林他是尽情它们是同一类药物你可以理解为一个是口服的版本一个是外用的版本因为我们在口服异维酸之后啊你皮肤会变得干燥嘛没有那么油了那你这个时候对于呃对于阿达帕的耐受性会降低的所以说我们通常呢这两个药很少联用,"[-0.7947688  -1.3883206  -0.4319359  ...  0.6352024  -0.5961081
 -0.17891437]"
把布洛芬换成布洛芬缓释片,1,把布洛芬换成布洛芬缓释片,"[-0.01098306 -1.3943532  -0.350464   ...  0.86987984 -0.9527917
 -0.36332262]"
以前有什么药物过敏吗？,0,以前有什么药物过敏吗,"[ 0.10172164 -1.0668081  -0.74533814 ...  0.24931839 -1.2678387
 -0.14806345]"
建议你继续塞完这个疗程。,1,建议你继续塞完这个疗程,"[-0.51180726 -1.367935   -0.5113257  ...  0.6528004  -0.24238977
  0.04070122]"
对，不用,0,对不用,"[-0.6912429  -1.6756363  -1.245113   ...  0.8185746  -1.0824356
 -0.12369604]"
氢醌乳膏（千白） 20g:0.4g*20g 数量：1盒,1,氢醌乳膏千白20g04g20g数量1盒,"[-0.20437881 -1.0960387  -0.6505202  ...  0.1843061  -0.6879847
 -0.03230682]"
尿素维生素E乳膏，或者玉泽皮肤屏障修复身体乳，都是保湿滋润的，用其中一种即可，洗澡后涂,1,尿素维生素E乳膏或者玉泽皮肤屏障修复身体乳都是保湿滋润的用其中一种即可洗澡后涂,"[-0.43164483 -0.74631715  0.0390012  ...  0.6966821  -0.13072675
 -0.14253436]"
那天只有一个泌尿外科医生，直接找他就行，就说是我的病人,1,那天只有一个泌尿外科医生直接找他就行就说是我的病人,"[-0.29450873 -0.4079737  -0.40368456 ...  0.16214547 -0.5907269
  0.10156214]"
其他地方不涂了,0,其他地方不涂了,"[-0.24480155 -1.568536   -0.75117743 ...  0.8659972  -0.8680973
 -0.1185132 ]"
化验截图不全。,0,化验截图不全,"[-0.01382212 -0.8937166  -0.57255024 ...  0.7502271  -0.45516545
 -0.5509855 ]"
它可能和长期外用含激素的药膏有关。,1,它可能和长期外用含激素的药膏有关,"[-0.36576056 -0.5900831  -0.2349855  ...  0.5489107  -0.7765744
 -0.20842572]"
有下腹痛可加用妇科消炎药，如：康妇炎，口服。,1,有下腹痛可加用妇科消炎药如康妇炎口服,"[-1.1957881  -0.805707   -0.77125293 ...  0.10904455 -0.6271337
 -0.07512409]"
1.孩子的手臂容易潮湿吗？,0,1孩子的手臂容易潮湿吗,"[-0.38972056 -0.4948591  -0.630815   ...  0.44417977 -0.62193
 -0.2997049 ]"
这几种物理治疗都是需要去医院操作的。,0,这几种物理治疗都是需要去医院操作的,"[-0.86944926 -1.2460235  -0.19495612 ... -0.02994558 -0.6946741
  0.06625921]"
宝宝的头型不是典型额缝早闭头型,1,宝宝的头型不是典型额缝早闭头型,"[-0.6111824  -0.39032704  0.00557224 ...  0.35317203 -0.14788628
  0.12621407]"
你不说没人看得出有减退。,0,你不说没人看得出有减退,"[-0.3709705  -1.0186996  -0.90734535 ...  0.3315529  -0.6669355
  0.26668322]"
不客气。,0,不客气,"[-0.78683484 -1.1706678  -1.0654504  ...  0.68825245 -0.4016774
 -0.316529  ]"
都是增加免疫力的,0,都是增加免疫力的,"[-0.7806418  -1.319845   -0.10125548 ...  0.62493575 -0.14099711
 -0.33372593]"
是要自己送到化验室的,1,是要自己送到化验室的,"[-0.54974157 -1.5732112  -1.226159   ... -0.09755045 -0.13471481
 -0.42494494]"
根据目前资料，建议膀胱镜下微创手术治疗，目前还是很有机会保留膀胱的。,1,根据目前资料建议膀胱镜下微创手术治疗目前还是很有机会保留膀胱的,"[-0.90958863 -0.38360542 -0.04544595 ... -0.22767076 -0.47287703
  0.19878864]"
一天两次,0,一天两次,"[-0.7267933  -0.45380533 -0.36694372 ...  0.82262605 -0.6673124
 -0.5545283 ]"
病程时间2-3周。,0,病程时间23周,"[-0.32003218 -0.26645312 -0.6399538  ...  0.40555626 -0.5222705
 -0.5376924 ]"
百多邦可以擦点 作用也不大 最多防止有新的细菌感染,1,百多邦可以擦点作用也不大最多防止有新的细菌感染,"[-0.33998418 -1.046119   -0.20979473 ...  0.20094123 -0.6170629
 -0.23801352]"
你有什么症状呃，因为你这个短暂性脑缺血发作，那么吃了药以后应该会有些好转的另外。,1,你有什么症状呃因为你这个短暂性脑缺血发作那么吃了药以后应该会有些好转的另外,"[-1.2370696  -1.1780231  -0.38415685 ...  0.3787405  -0.86762565
  0.05814173]"
突变是另一个思路，不影响化疗,1,突变是另一个思路不影响化疗,"[-0.41370958 -1.2782515  -0.46804595 ...  0.38829586 -0.65460503
  0.09819207]"
可以去呼吸科去做一下隐球菌相关检查,1,可以去呼吸科去做一下隐球菌相关检查,"[-0.6240588  -0.66165507 -0.27547038 ...  0.16349226 -0.43399644
  0.48478812]"
一个月用一盒,1,一个月用一盒,"[-0.74059904 -1.3189474  -0.5267292  ...  0.81063247 -0.37725914
 -0.26830807]"
应该会有,0,应该会有,"[-0.8998867  -1.5638762  -1.1080904  ...  0.72141314 -1.2944608
 -0.26738173]"
痰中带血还是鲜血？,0,痰中带血还是鲜血,"[-0.03800188 -1.3394263  -0.98448926 ...  1.0624576  -0.20236324
 -0.14063731]"
山海丹颗粒 2盒,1,山海丹颗粒2盒,"[-1.5875946  -1.119868   -0.83314365 ...  0.76665294 -0.23897374
  0.26117706]"
苏州可以去医院吗,0,苏州可以去医院吗,"[-0.93996286 -1.8471508  -0.4009531  ... -0.16759112 -0.57468086
 -0.10130347]"
现在孩子情况怎么样？,0,现在孩子情况怎么样,"[-0.3147871  -0.9430956  -0.8755445  ... -0.4490701  -0.30811536
 -0.02465874]"
精准放疗，我目前不推荐还是手术优先吧，我不能做手术才考虑精准放疗。,1,精准放疗我目前不推荐还是手术优先吧我不能做手术才考虑精准放疗,"[-1.0243282  -0.7449033  -0.00766739 ...  0.675847   -0.672067
  0.6359811 ]"
不用吧，具体您明天问下我下面的医生,0,不用吧具体您明天问下我下面的医生,"[-0.6846962  -1.0066226  -0.6411869  ... -0.04437789 -0.72111595
  0.03199641]"
白天：清洁-艺霏虾青素皮肤屏障修复液-保湿护肤-防晒；晚上：清洁-晳毓-清洗-艺霏虾青素皮肤屏障修复液（全脸）-保湿护肤-优白素（斑局部）,1,白天清洁艺霏虾青素皮肤屏障修复液保湿护肤防晒晚上清洁晳毓清洗艺霏虾青素皮肤屏障修复液全脸保湿护肤优白素斑局部,"[-0.708758   -1.0627079  -0.7115947  ...  0.6587389  -0.3637413
 -0.11357495]"
等疫情结束，最好来我们医院做个三维核磁评估下,1,等疫情结束最好来我们医院做个三维核磁评估下,"[-0.4637453  -0.94243145 -0.01799132 ... -0.09442632 -0.7852736
  0.48908648]"
观察临床表现，只要临床表现和同龄孩子差不多的话就问题不大,1,观察临床表现只要临床表现和同龄孩子差不多的话就问题不大,"[-1.0369041  -0.990294   -0.3992415  ...  0.1190801  -0.5212224
  0.33516827]"
没什么特殊的话还是一年,0,没什么特殊的话还是一年,"[-0.5389845  -1.4664583  -0.05238086 ...  0.16571699 -0.7114142
 -0.34291297]"
宫颈慢性炎，所有人都有。,1,宫颈慢性炎所有人都有,"[-0.65406454 -0.38607824 -0.7150233  ...  0.27685338 -0.12456846
  0.06923143]"
🈶️可能,0,🈶️可能,"[-0.55695105 -0.8009724  -1.4891444  ...  0.3042709  -1.821095
 -0.3074963 ]"
需要做免疫组化辅助诊断。,1,需要做免疫组化辅助诊断,"[-0.78513837 -0.7687886  -0.2494263  ...  0.29470086 -0.5572618
  0.6686208 ]"
复查结果无异常 定期随访即可,0,复查无异常定期随访即可,"[-1.1862444  -1.087933   -0.46155465 ... -0.01590395 -0.29761994
  0.23765367]"
目前根据您的情况，可以对症药物处理。,0,目前根据您的情况可以对症药物处理,"[-1.1925731  -1.1426613  -0.5452909  ...  0.23528665 -0.54525286
  0.0955213 ]"
可以的，等疫情缓解后来看一下,0,可以的等疫情缓解后来看一下,"[-0.53231084 -1.3909912  -0.52231145 ... -0.23738593 -0.558272
  0.26251614]"
特别的衣服呢？,0,特别的衣服呢,"[-0.328      -1.2313111  -0.22760908 ... -0.06455947 -0.6170556
  0.12689304]"
呃，那如果未来睾丸下降到阴囊内在阴囊内可以摸到或者泡热澡的时候，睾丸都是在阴囊内的那这种情况下呢是可以不处理的。,1,呃那如果未来睾丸下降到阴囊内在阴囊内可以摸到或者泡热澡的时候睾丸都是在阴囊内的那这种情况下呢是可以不处理的,"[-1.1854701  -0.4608791  -0.710431   ...  0.00307831 -0.19966348
  0.2541199 ]"
住一天,0,住一天,"[-1.3726184  -1.2037175  -0.22305003 ...  1.1911963  -0.29585195
  0.41421604]"
近期无生育需求，建议孕激素后半周期治疗，每月月经第16天开始吃地屈孕酮或黄体酮10天。,1,近期无生育需求建议孕激素后半周期治疗每月月经第16天开始吃地屈孕酮或黄体酮10天,"[-1.2512839  -1.1619608  -0.21933676 ...  0.00839262 -0.0961622
  0.36586893]"
密度不高,1,密度不高,"[-0.5895535  -0.89890707 -0.25399914 ...  0.75294334 -0.50226736
 -0.21889302]"
最近床位紧张，而且上海又有疫情了，血制品也紧张了,0,最近床位紧张而且上海又有疫情了血制品也紧张了,"[-0.35668623 -1.2669091  -0.7399845  ...  0.35095477 -0.8163731
 -0.05466355]"
这个可能要再等等，需要去档案室复印才行,0,这个可能要再等等需要去档案室复印才行,"[-0.6198177  -1.6400459  -0.7222438  ... -0.01474139 -0.9212789
 -0.17216192]"
目前射波刀纳入上海医保，你可以将你的医保转到上海，在上海直接用医保卡结算。,1,目前射波刀纳入上海医保你可以将你的医保转到上海在上海直接用医保卡结算,"[-1.0942314  -1.4425633  -0.1255013  ...  0.18642265 -1.1344818
  0.23461759]"
肯定能切干净,0,肯定能切干净,"[-0.24861102 -1.597996   -0.14896777 ...  0.6837797  -0.5221531
 -0.15817036]"
如能做个皮肤病理活检是比较好的。,1,如能做个皮肤病理活检是比较好的,"[-0.7135499  -0.6427009  -0.04766381 ...  0.43364674 -0.49309072
  0.40227664]"
如果想观察，先得排除内膜病变，如果恶性 就不能等了,1,如果想观察先得排除内膜病变如果恶性就不能等了,"[-1.0412407  -1.1352124  -0.2763291  ...  0.43040273 -0.11223334
  0.5506003 ]"
因小区封控，今天停诊。,0,因小区封控今天停诊,"[-0.39455295 -0.8232043  -0.7335595  ...  0.34910455 -0.8019419
  0.39921945]"
