text,label
手术有风险，但一句两句讲不清楚，需要术前评估好后，仔细交流,0
《数字化瘙痒评分（NRS）》，得分：4分,0
注意：,0
刚开始用会有灼烧感，一般三天左右会适应。,1
你要先做鞍区增强磁共振和全套垂体相关内分泌检查才能进一步判断是否需要手术。,1
暂时不考虑伽马刀和射波刀治疗。,1
建议短期消炎后复查,1
是正常的,0
要开的话就现在开，化疗做得越多手术相关风险越大,1
化疗 放疗 要看汪教授,0
目的是引流脑子里的残留的血,1
还要再评估一下,0
可以口服美能每天3次，每次2片；依巴斯汀片，每天1次，每次1片。,1
放管子主要为了使输尿管扩张。,1
月经干净后一周不能性生活就可以手术了。,1
（2）第一天安排：请7月12日（周二）上午8：00至泸定路院区（泸定路355号）3楼H区5号诊室报到加号（不需要提前预约挂号）,1
嗯，如果是这样的话那你看你要不要什么时候再去复查一下B超，因为你宫颈管里面有一个占位，嗯，如果说你复查B超，这个站位仍然存在的话是需要做宫腔镜检查，把这个赘生物摘除的同时做病理检查，看看到底是什么性质的占位，因为像宫颈管里面的东西有可能是这个宫颈管息肉，那么也有可能是这个呃粘膜下肌瘤，那么还有一种可能就是宫颈管有病变。,1
这个良性可能大，等解封再来吧,1
他克莫司把嘴唇红色部位整个涂抹吗？,0
口腔的恢复是比皮肤慢的，这个在天疱疮中很常见,1
"2.注意休息，避免酒,刺激辛辣之物。",1
两边都有的，这个当时你医院没报这个东西跟不同医院出报告的习惯有关系啊，那有些很小的姐姐人家认为没有问题，那就不报也可以的，没有问题。,0
呃，你目前吃的药呢，有点太多，而且太杂，所以说可能建议要适当减减少一下药量，还有一点就是最好是能到内科去看一下肝功不好的原因，那么如果说查不到其他原因只是这个呃转氨酶高，那可能跟你目前吃的药太多有关系，你这个是需要到这个肝病科去看一下。,1
就是像你们这种情况呃，比如说呃，之前也发过荨麻疹的，这次又发了，而且这次吃药那个还是有点反复，那这种荨麻疹很有可能是慢性荨麻疹，因为急性荨麻疹和慢性荨麻疹，他刚开始发出来的时候是表现是一样的，就是不能通过这个肉眼来区别验血，也验不出来的，那么只能靠时间来区分一般急性荨麻疹呢，都是非常爽，爽快的他一般吃药很快就好了，然后巩固就可以了，但是慢性荨麻疹呢，它会啊，吃着药，然后也会反反复复，然后你要如果减量或者是停了之后它又会发，那么这种情况呢，这个慢性荨麻疹的话，他只能到就是说六个月以上如果反反复复反复持续六个月以上才能判定是慢性荨麻疹，那这种可能要连续吃药吃上好几个月。,1
现在可以用口泰漱口液漱口，每天三次，还有针对真菌感染的作用。,1
试一试：玉泽、纽强、薇诺娜、雅漾这类,1
下周一能否开放病房，周末应该会有消息,0
要完全没有了才能停药,1
就是我发的图片边上那个 我觉得应该算是胸膜增厚 并不像成形的结节,1
是否还可以第二次宫颈锥切手术？,0
明显的水泡也没有哦？,0
暂时观察，至少半年内不适合手术（支架术后不能停药）。,1
方案二，先治疗一下看看效果。,0
应该是阴道炎存在。,1
那就第6-7天去做B超检查，但是绝对不能超过第7天。,1
3、不要剧烈挠抓刺激，不要剧烈烫洗,1
丝状疣吗，就是很细很小的呀啊，很细很小的，所以我们就讲时装油就不给你戴帽子了，戴了尖锐湿疣，然后这个丝状疣呢，你如果一定要确诊是病毒的话，一定要做病理的病理的话，他可以区分是真正的病毒丝状疣还是老百姓口中说的是壮游其实有的老百姓口中说的丝状疣呢，它其实是一个皮赘呃，不是真正的病毒疣。,1
靠近视神经的肿瘤有一点生长。,1
啊，这个复查这个复查起码复查十年。,1
阴茎下方是不是有增生物，我看到好像有个泡样的，方便拍照看下,0
啊，并不是说一定会加深病情，而是说后续的话呢，还有一个病理诊断啊，这样的话呢，对于后续的判断包括后续的随访都是有帮助的。,0
二硫化硒每周要用2-3次，单用也不行，还要加其他洗发水一起用的,1
可以打的,0
但是你看那个沐浴油啊，它里面有黄标的成分，其实很多呃，听表面活性剂，它可能本身美修的这个绿标黄标他的这个标准就没有说得到我们皮肤科医生或者是专业的化妆品配方师的完全认可，这是美修自己搞的一套东西，呃，她的那个日彪的标准，嗯，其实有的时候还和环境是不是有好什么都有关系的啊，并不一定对你的这个皮肤一定啊有很大的影响，所以，呃它的这个标准也不是那么严谨的啊，因为像贝德玛的这个这个两款清洁产品里面PG80他其实就是他的一个专利的一个成分啊，但是他也把他表，而且是已经是一个最安全的一个情节的一个表面活性剂呢，他也把它标成黄标啊，所以他的这个标准来说啊并不是特别的严谨和科学的。,1
跟肾功能关系不是很大，但是建议你可以口服点药，口服药：依巴斯汀片或者咪唑斯汀片，一日一次，一次一片。,1
看到了，上面是外面医院的,0
局部有水疱或者瘙痒部位外用丙酸氯倍他索乳膏就行。,1
血内分泌查过吗？,0
那才是囊肿的真正大小,1
如果心里压力很大，也不想随访也是可以开刀的开刀，有开刀的好处也有它的缺点对吧，它是有利有弊，利就是缺掉没了对吧，这是肯定的，以后也不用定期一直做CTCT也有辐射对身体也不好，对吧，这是它的优点缺点嘛，就是要挨刀。,1
所以呢，其实我们现在呢，在最新的指南里面，他已经弱化了他删除就直接删除了累积剂量这个概念，他就是一句话就是建议长期小剂量维持，尤其对于那种长期反复长痘的人来说，那么打个比方，你刚开始是每天吃一粒的对吧，那可能是两三个月之后你就会发现，哎我基本上不长痘了，那这个时候呢，还不是我们停药的时候，那这个时候可以减量变成隔天一粒那再隔段时间我们可以变成两呃两到三天一粒就是差不多一个礼拜吃两粒，那这个剂量下你如果觉得哎我控制的很好，皮肤也呃状态，正好不油不干，同时也不长痘，那这个鸡蛋我们可以维持很长的时间，呃，可以半年甚至一年以上。,1
皮疹发作的时候，鸡蛋暂时不要吃。,1
过程不规范的话就把手上的细菌都带进去了,0
哈哈，你可以关注下小红书：卡哇医森白妍双，科普视频特别全。,1
一个编号内，我只回复第一个问题。,0
不痛苦，不需要卧床休息。,1
没关系，每天淋浴就行，伤口不会受到影响的。,1
呃，具体的手术方式不同呢，它的这个难度也不同，那总体来说呢，这是一个比较大的手术，那我当然我们可以通过微创的方式，尽量减少他的一个创伤，嗯，那术后呢，要根据具体的情况来恢复的，也就是休息了，要按照医生的这个医嘱来嘛逐渐逐步恢复一般恢复还是不错的。,1
以上药物好转逐步减量，不能一下停药。,1
是的做个CT,1
按正常口服。,1
有什么问题吗？,0
诊断和治疗建议都一一回复你了。,0
另外排查下肿瘤，肿瘤患者也不能打,1
会自己好的,0
感冒不能手术,1
左侧表浅,1
2. 考虑多西他赛静脉化疗。,1
算正常了，可能会反复,0
过来复查一下看看。,0
恢复的还可以，不要过于担心,0
一年一次复查足矣，无需食物禁忌，健康生活方式便好,1
好的，让她来看吧,0
最后隔天一次坚持两周，然后周末各涂一次坚持一个月。,1
可以,0
你好 如需调整请留言,0
需要做TCT检查，如果TCT阴性，可以半年后复查TCT和HPV，性生活带避孕套，锻炼身体增强体质，增强免疫力,1
希望我的回复对您有帮助，如果还有不明白的问题，请你继续咨询，祝愉快！,0
人如何？,0
千万需要重视啊！,0
那就是他克莫司+强效激素,1
目前没法提前干预，只能以后定期复查CT或MRI，有问题就处理。,1
激光生发帽呢，就是除了控油去屑生发还能止痒呢，你现在这个痒的情况，我觉得你有时间，要么来面诊一下，我帮你确认一下，你到底是什么情况会一直痒啊，就因为痒的话，其实也蛮影响这个生活质量的金发用的好，你可以去用啊，这个洗发水反正也不会依赖，至于国内只要不要吃完全是要看你的激素水平的，如果你激素水平不正常，又不吃，那你那你就有点治标不治本的意思了啊，别人说什么，这个不重要呀，你有什么问题副反应什么的，你问医生，医生会帮你调控好的呀，普通人哪里有经验，他们都乱说网上的东西你少看看单身同事，没办法调节技术的单身同事帮助活血的。,1
可以请护工，我帮你问问有没有一对一的护工,0
塞药期间不能性生活哦！,1
干性湿疹,1
不要追求快速的改善，指甲慢慢恢复就行,0
去看急诊,1
没有白带多瘙痒和异味吗，嗯，包括就这些吗，没有做支原体和阴道分泌物细菌培养。,0
近期有无查血常规？,0
白痰还是黄痰？,0
10月7日下午停诊了，你可以周日10月9日下午3点半前到华山医院静安分院，静安区中心医院门诊五楼皮肤科拿加号单，再到门诊一楼挂号。,1
leep手术可以打麻醉的呀。,1
你电话多少,0
药期间尽量不要同房，那么如果一定要同房的话呢，一定要全程的使用避孕套，因为万一怀孕的话会导致胎儿畸形，原则上呢，你现在有支原体感染，不建议同房。,1
继续用纽储非，到时再和我反馈一下情况。,1
就MRI看，脑室轻度增宽，胼胝体略薄，脑外间隙增宽，存在一定的脑发育迟缓的征象，但情况不严重，经后期康复及神经营养治疗，症状大部分会慢慢缓解,1
以前的药流不一定要清宫的，流干净了就不用清宫的,1
从报告看没什么变化,0
胸腺肽是针对IGE的，连服二三个月后再复查总IgE。,1
呃是的，你可以下次复查的时候来这里到我这里来做一个CD就最清楚了呀，六毫米的原味啊，那枚原味啊，一般现在也不用手术了水绑就可以，你不用担心，然后不需要紧张啊，然后你半年以后再来找我复查一下就好了。,1
六小时吃一粒你看你可以吃14天，如果你不想让他马上来，你就迟到20天也行，一般，我就是让病人一般先吃14天，如果已经吃了很长时间，他不想马上来，那你就可以再多吃到20天都可以吃到最后如果来月经了，那就停掉呃，如果你不想把月经周期打乱你就吃14天。,1
那疫情稳定后要去医院查查过敏原因？,0
周五上午，门诊二楼233诊室诊室。,1
3.建议月经3-5天复查内分泌+TSH+AMH.,1
长大了或视力受影响，就必须手术,1
漏尿吗,0
稳定的,0
对，因为你这样拍是比较难拍的，因为你也不知道哪个地方是异常的，有时候你拍的，我也看不清楚，呃，你没有二维码可以在垫子上面看吗。,0
嗯嗯 还有别忘记定期去医院复查,0
脑积水还是有的 如果脑脊液好 应该做分流手术,1
可能结石引起，结石排出应该会好转,1
目前看恶性是可能性挺大的,1
先服用抗生素，耐心等待，前序等待病人很多。,1
10%-20%概率吧，就是根据我的经验，因为很多人他会持续至养性的，因为这个病毒它是通过性生活感染的就说你转移了你如果性伴侣另一半有做病毒，那你可能还是会有阳性，所以很容易反反复复的，所以挺难转阴的，实际上转移的概率并不是特别高。,1
局部外用喷昔洛韦乳膏，炉甘石洗剂,1
现在线上病人多，我会尽快回复您。,0
用了多久？,0
好的，请稍等,0
是的 脑干一般全切不了 四级肿瘤大多很快复发,1
不好意思您可以直接扫二维码，不需要再付费的,0
说明术后活动没到位,1
估计肺叶概率比较大,1
疫苗暂不必,1
报告看了，可惜没有图片，报告描写也不详细，不能提出确切意见，但是要加以警惕，可以想办法图像视频上传给我，或者3—6个月后复查看是否有变化后决定是否手术。,1
我们医院主要专长的都是肿瘤或者结石 膀胱炎的话 我并不熟悉 打听了一下曹明医生 刘东明医生 可以去问问,0
局部有肿起来，可能是局部有积液，或是头皮松弛等等。,1
好吧。,0
以前有个荨麻疹吗？,0
可以考虑伽马刀治疗,1
一般我们建议就是先吃一个三到六个月等稳定不发了改成隔天一次，然后吃两到三个月之后，呃，一周两次，这样在维持两到三个月之后停掉吃的期间每三个月做一次肝功能的检查，吃药期间和停药三个月之内做到绝对的避孕。,1
我明天上午特需门诊，你到时候特别提醒我一下，加一个普通专家门诊号帮你看，挂号费40元,1
尽早做前列腺穿刺明确病理，若确诊则开始后续治疗。,1
如果效果好，控制，可以继续配药。,0
这次如何诊断川崎病的？,0
定期随访复查，根据病情变化调整方案,0
我要问一下的是它这个色素，因为照片我看的不是特别清楚它这个色素点点的这个黑点，它是平的是不高出皮肤的还是说高出皮肤的。,0
没有跑腿预约手术，这种服务也不合法。,0
脑积水的问题可以改善，有没有最近的片子？,0
是IA期，但有三个危险因素：低分化，微乳头成分，脉管癌栓。,1
有的，80%都能获得无复发长期生存,1
等腹泻好了再用药。,1
结束后吸干水份，患处涂抹药膏（早上单独涂抹夫西地酸乳膏，晚上两种药乳膏等量混合涂抹，每天两次外用7天），半小时后抹保湿霜，适合皮肤敏感状态下使用，7天后在线上，或者是线下在进行复诊一下。,1
经过近几𠆤月的用药，你觉得孩子的白斑范围和用药前相比有所变小吗？,0
吃优思明，每12小时一粒，连吃一周，然后每天一粒，连吃2周，不要漏服，不要吃红枣桂圆等活血食物,1
呃，客气了啊，那个我们讲膀胱过度活动症，可以识别尿，但是要掌握一个度，就一般性来讲，憋个15分钟10分钟都是可以的，慢慢来，膀胱功能训练是有住的，有助于这个这个增加膀胱的适应性耐受性，但是呢，不能憋的时间太长，许多病人也是憋了，哎呀，好长时间把这个尿频给憋出来了，所以我们一般性不建议病人超过半个小时以上的憋尿能明白吧，要有个度。,1
挺好了，吃的药可以慢慢减量了,1
咨询是否可以性生活。,0
就报告看，只是胼胝体略薄，问题不大，做些按摩治疗即可，对孩子后期生长发育没有影响,1
保持信心，老天保佑！,0
哎，所以呢，我建议你做个磁共振波谱分析不行的话，做个呃，脑部的这个pad看看这个地方到底是损伤还是肿瘤复发，那么根据我的判断和经验来看的话，我认为这可能是一个放射性脑损伤。,1
这级别病变是宫颈病变当中最轻的一种一般可以选择激光呀离谱啊，保守治疗对年轻患者来说，您可以先用三个月的干扰，输血保妇康酸，然后半年后再复查，一般来说，有70%人是能够好的只有20%不到的人都会往上走，变成两级以上的病变两级以上的话就必须做手术，一般来说，低级别病变持续一到两年没有好的话就可以选择做手术。,1
没问题 不要喝酒不要吃羊肉辣椒,1
目前考虑炎症可能性大，不过还是需要定期复查，不用担心，应该没啥问题,1
已经好多了,0
尿常规是正常的,1
或者是一些怀疑的或者是一些没吃过的。,0
嗯，暂时观察吧，我觉得现在这样大小的话，嗯做手术，好像目前没什么必要，但是你那个整个怀孕期间还是要当心点，不要就是就是翻身啊，什么都稍微慢一点，不要就是一下子动作很快，如果这个畸胎瘤它不扭转的话应该问题不大等生完以后我们再做腹腔镜好了，这个没问题的好吗。,1
26分极严重影响家庭生活质量,1
如果确定有真菌感染，说明您对这个药膏不敏感，需要换其他抗真菌药。,1
您去护士台找护士，她会帮你叫医生的。,0
再观察,0
再就是外阴痒尿尿有点疼的问题，首先这个尿尿有点疼，你要多喝白开水，这样子就是尿液多了长牌，它就会好一点，再就是外阴痒的话，你可以每天晚上睡觉之前用淋浴喷头从前往后冲洗一下外阴，如果说还不好的话，你再高锰酸钾盆浴，这样很快就好了，并不是说一出现外阴痒，尿尿疼，就一定是阴道炎犯了就需要塞甲硝唑，因为长期塞甲硝唑的话，他也是就是一个是慢慢的可能这个药就不怎么用了，再就是甲硝唑他也相当于一种抗生素吗，她也容易引起菌群失调。,1
看着隐匿得也不太严重，有没有包茎？,1
你真的想操作，同时开也不是不可以也是可以就是风险稍微大一些，不是说一定不能开。,0
能否把MRI的片子上传看一下,0
好的 周一上午过来,0
很重要,0
宫腔镜没有能力挖走一个宫角，有感染的话可以抗生素抗感染治疗，目前没有肉瘤证据。,1
那个骗子他呃，照片上看也没看出来什么明显的东西呃，所以说你稍微有点薄的话，一般来说问题不大大部分都可以吸收，只有那种就是说你头皮如果是说当时损伤的比较厉害，里面有血修血以后，它有两种这个湖这个转归一种他就是计划变成一个一一块儿硬的东西，呃呃，钙化，大部分是可以吸收的，所以说你看吧，这个时间还是短他如果说当时有皮下有出血的话，它就是有可能会吸收掉也有很少一部分会干呐，就像一个机化的东西啊，但是这个应该是没啥大影响的，所以再观察再呢，再看吧，好不好。,1
切除后小便怎么出要根据患者的肠道条件，膀胱肿瘤位置和患者的配合程度综合考虑的,1
可以联合用药治疗带状疱疹，可以按计划打针。,1
去年就有，但密度比较淡，三维结构扁平，目前看，偏良性概率比较高，暂时不推荐手术，半年左右复查,1
目前IA期的肺癌，在现有药物（包括化疗/靶向/免疫）的条件下，没有证据显示辅助治疗比观察随访能降低复发率,1
PET我看看？,0
补充药物不需要开刀,1
有的地方都拍照看一下；,0
最好带所有病历资料检查报告和片子来我门诊看一次,0
盆底肌训练,1
这种程度可以打,0
你不是已经吃了氯雷他定？,0
线上咨询不能代替面诊，医生建议仅供参考。,0
请3小时内回复是否同意手术安排，如未回复，则默认本次入院取消，谢谢,0
几号来的？,0
从月经的来得第1天开始算，月经第10天开始监测卵泡,1
如果还是分泌物多就用药,1
4 饮食是否喜欢吃甜食或油腻的食物？,0
报告看过了，基本上没什么大问题。,1
估计不典型增强可能比较大，如果不大不用处理，以后定期随访，一般也要八毫米到一公分左右考虑手术,1
你自己已经不会来月经的,1
注意孩子生长发育情况及平时反应，可以进行一些康复干预及神经营养治疗,1
左下肺这个结节原位可能大，不需要立即手术的，可以随访的。,1
没关系的，等好了再约,0
最近怎么样,0
后续复查B超看看胚芽胎心和孕囊旁积液情况就可以了，有不适急诊就诊,1
也是要逐渐减量维持的,0
你们远吗,0
医生帮你开药吗。,0
周四下午浦东分院特需门诊498元，周五下午静安分院特需门诊168元，也仅提供少量加号。,1
是啊,0
建议外用爱宁达乳膏，稳定期可以结合光子治疗。,1
腰穿放液做好一般观察14-48小时，如果有改善就在这个时间段，超过之后又会回到之前状态，过了48小时可以再重复一次看一下。,1
没有红肿异常可以观察6个月,1
有什么排尿症状吗？,0
刮水 甘露醇,1
还有一个是月经的话一般持续几天干净。,0
盆腔积液存在；,1
建议口服奥洛他定每晚一粒；谷维素每天三次每次二粒。,1
从超声描写上来看憩室不大，可以直接备孕,1
增加抵抗力。,0
周二或周五上午下午都在,0
是的，详情可去生殖辅助中心咨询诊治。,1
腹痛见红即诊。,1
隐匿性阴茎是有点，但不是很严重，跟肥胖也有关系。,1
这个是单纯疱疹，最近抵抗力下降了会导致体内的单纯疱疹病毒活跃，首先要注意休息，一般休息后一周左右可自愈，如果消退比较慢，也可以服用伐昔洛韦抗病毒治疗。,1
不用怕，先把检查做起来，到时候我给您找个内科医生，等合适的时候再来做手术，这个都有套路的,1
炎症也会增大,1
还有呢就是你的B超提示你有多发子宫肌瘤，那么最大的肌瘤三公分多，那么，至于说其他的具体有多少个肌瘤B超并没有显示还有就是具体具体拘留跟你内膜的关系，怎么样，也没有提示，所以说需要做一个盆腔增强核磁，然后把图像和纸质报告都发给我，我帮你再看一下。,1
用过之后出现红肿加重的不是这些药吧?,0
不会，不影响,0
最近的情况如何？,0
戴帽子就是戴帽子或者打伞，并且带口罩注意好防晒，还有一个就是你可以加一点薇诺娜的舒敏的洗面奶之后你可以就用一点就是薇诺娜或者用点理肤泉或者雅漾的这个双因为他们这些医学的霜通常修复的功能会比较好一点。,1
嗯嗯，建议你呢，外用一个嗯激素的软膏，比如说艾洛松艾洛松呢，每天擦一次恩，如果说是你觉得呢，还痒可以多擦一次或者被衣服蹭掉啦，或者洗掉了，还痒的话呢，可以再擦一次，嗯口服呢就吃一个西替利嗪痒的时候，所以现在呢，就一个吃一个菜就行了。,1
从这个片子B超片子上来看呢，这个肾盂扩张至少是个中度的啊，我们怎么测量肾盂扩张呢，不是看它，这个就是肾脏啊，你可以想象就像我们市场上买的这种猪肾一样的，它有上下左右前后，那么他这个片子呢，结的就是上下和左右的直径相当于是30乘24，但是我们观察呢，通常是要观察这个突出部位的前后就是你肚子到背的一个距离。,1
周五下午门诊，可以来加号,1
只有慢慢治疗 看结果。,0
2年内没查过的话，可以查过敏原。,1
抱歉我是西医医生，就用芬吗通治疗。,1
后面应该会过去的。,0
呃，要坚持扩张大概两周一次要连续扩个两到四次，这样效果会比较好一点好吗，麻烦您复查一次就可以了。,1
眼角部位可以激光，但是前提是他不能动，那就是要麻醉以后才能做或者呢，就选择做光动力。,1
这几个我都看到了。,0
如果白带褐色的应该还是有出血现象的。,1
现在的片子太模糊了,0
脑室血肿,1
哦，那你已经没开了，那就先等这个嗯HCG和这个孕酮的结果出来再说吧。,0
药物正常服用，不要停药或者减量,1
忌酒！,1
右下肺好几个结节，最大的结节需要手术的。,1
多锻炼,1
敏使朗,0
你好，做保肾的手术预后还是不错的，呃，这个肾癌本身的治疗效果很好的呃，两种手术方式呢，在在我们医院就是说是近视，如果是上海医保的话是进上海医保的，所以费用就差不了太多了，但如果是自费的话呃，那就是额外增加3万块钱。,1
病理是什么？,0
系统里没有最近的检查记录。,0
这个外阴瘙痒就是霉菌引起的。,1
这些药可以止痒的。,1
灌注不超过一年不算过度治疗,1
如果检查结果正常，建议3-6个月后再复查膀胱镜,1
1点来虹桥,1
应该是子宫内膜炎,1
考虑炎症，有存在，但具体还不能明确，考虑特殊感染或其他因素，就需要进一步详细检查！,1
还行,0
这个废弃的越多，对肺功能影响就越大啊，你先别想那么多吧，你这个不需要手术随访啊。,1
现在肿和麻木加重了？,0
从你的检查结果来看，乙肝两对半都是正常的，所以说你这个转氨酶升高你近期有没有在吃什么药呢，具体吃了哪些药，有可能你这个转氨酶高是因为吃药引起来的。,1
如果能够排除远处转移的话，其实颅内转移还是可以考虑手术的。,1
右侧的手术之后，现在左侧还有一些结节，我建议呃，过段时间吧，过个你术后的呃，就是你先上海风控好了之后，按照正常的随访时间过来复查复查之后，我们再评估，因为现在情况我觉得到时候还不需要处理的可以再观察一段时间。,1
没关系，你吃打印也可以啊，如果没有性生活的你就吃达英吃完以后等她来月经也可以。,1
建议网上查一下目前开放普通门诊的医院，前往就诊,0
但是，如果你的肿瘤指标比较高，比如说正常是35以下30以下，你要是比如说你200多300多，甚至有的人更高的这种情况的话，我觉得每次一直没有生育要求的情况下手术肯定是最稳妥的一种一种方案帮你切掉以后可以去化验一下到底是不是良性的还是恶性的对吧，如果是恶性的话就早做处理了呃，如果你肿瘤指标没有高的那么厉害，稍微高一些，或者呃呢，这样的话，你又很想保留十个保守手术的，那就试试看药物治疗，看看有没有效果或者效果理不理，是不是理想，如果效果好，你还要看看能不能坚持用十年，因为你这个到绝经要十年骂，所以要看这个情况，对吧。,1
桥血管畅通，等待二次手术,1
霉菌性妇科炎是妇科最小的疾病，但常给女性带来烦恼。,1
呃，现在就可以打电话呃，只有三个地方，呃，你自己看，现在上海吗就还是有些疫情，那么肺科医院吗，这边就是说比较慢，因为它要缓冲病房，因为我们这种开刀嘛，要讲究这种疫情的防控对吧，所以它比较慢一些，其他两个地方都比较快一些，呃，你可以根据你的情况来选择。,0
建议改用克林霉素甲硝唑搽剂外用一天两次用二周看看效果，如果不理想，上海市皮肤病医院有一种药水是治疗酒渣鼻的，叫甲新麻炉洗剂，摇匀后外用一天多次。,1
一般囊肿大于等于5cm以上再考虑手术治疗。,1
同时运动减轻体重控制饮食,1
3.适当多喝茶饮水，11点前睡觉，避免熬夜，提高睡眠质量，有利身体免疫力修复,1
你下周来吧，我帮你加一个号你来做一个皮肤镜呃，到底我们来哦，不做一个皮肤镜，然后再做做伍德灯，我们来看看到底是考虑是白癜风还是炎症，以后的色素减退斑。,1
您的举手之劳鞭策我们更好的为患者服务。,0
症状比较大的话，可以考虑手术。,1
从术后垂体内分泌功能正常情况来看，手术应该对改善性激素有帮助。,1
你这个逆光疹底下的那种闭口的粉刺他，他莫是没有用的，哎，一定要吃药的，但是你现在皮肤角质层很薄，那个药又不能吃，好吧，只能慢慢来，先修复角质啊，用细胞生长因子，然后呢，吃丹参彤啊，这个调理先是那个阿米诺环素吃完以后换成那个丹参铜的中药来，好吧，师傅呢，就付那个呃。,1
我为赵曜医生给您开具加号单，您确认后，由赵曜医生为您看诊。,0
建议:将分流管的压力稍微调高一些，减少每日脑脊液的分流量,1
可以的，用一个观察疗效，吃药期间不要喝酒，其他没有特别影响。,1
伍德灯下手部白癜风较明显，白癜风的疗程较长，尤其是肢端部更难治疗。,1
所以一定要做测酸测压才行，每种治疗方式都有局限性。,1
hpv阳性是必须要做宫颈活检的以排除宫颈病变可能。,1
4价。,0
哦？,0
把口服药换成更好的依巴斯汀或者奥洛他定吧。,1
ca724高，可以去做一下胃肠镜,1
psa目前很好。,1
注意把出院小结拍照片上来，还有面部水肿也拍照片,0
白色的程是否变浅一点？,0
根据你传上来的病史及化验结果显示tct正常，hpv阳性。,1
破溃部位，外涂夫西地酸乳膏，每天三次。,1
其他位置上有吗？,0
建议服用弥可保片，每天三次、每次一粒。,1
但因精力有限，免费咨询只有三次。,0
数据很好，95%的测酸测压数据恢复正常。,1
你好，目前，肝肾功能和血常规正常。,1
可以周三下午来特需门诊找我看片子,1
治疗hpv感染打针副作用明显，建议你可以阴道塞干扰素3个月治疗的。,1
不要紧的，不需要治疗,0
这个睡眠不好，可能大多数患者都会存在，有时候有疼痛啊，或者心理负担，这些都会引起睡眠不好。,1
呃，这个他不是说做B超看手摸医生坐班儿见囊肿最重要就是手感，首先你要摸一下它的大小还有它是不是有锁，我们说的波动感，这都是通过手检查出来的B超做一下就是排除一下其他肿块的问题啊实质性的肿块问题，看里面是不是个囊性的东西，如果是囊肿，那么就很正常很就就就可以手术了。,1
若有胸闷，喘憋、呼吸困难请及时就诊。,1
您好，您术后的病理报告能发给我吗？,0
甲钴胺，口服,1
建议择期手术或密切随访观察,1
根据你传上来的病史及化验结果显示霉菌性阴道炎。,1
可以半年复查,1
放化疗副作用挺大的 但目前还没有其他能替代的方法 效果取决于肿瘤的敏感性 每个人都是不同的,1
现在天热紫外线变强，要注意防晒。,1
不要用碘伏，太刺激了，每天淋浴就行，渗出会越来越少的,1
是的，下次看验血报告调整,0
呃，家长你好，如果是尿精神性原因造成的，尿频的，这是可能的呃，也会造成就是说膀胱过度活动会去尿尿，但是我们放松膀胱的药呢，他是那个一受体阻滞剂可能会造成头晕的，所以如果真的是中考的话，不建议你服用。,1
建议你8月2-3号复查一下B超看看卵泡有多大？,1
放疗后水肿较为常见，如果出现症状可以对症处理，比如脱水、激素、纠正低蛋白血症等，如果水肿严重，可以考虑咨询放疗医生调整方案,1
没怀上，后面停药会来月经的。,1
同位素动态看功能，静态看是否有瘢痕,1
B超检查结果显示子宫内膜息肉可能。,1
情况不严重，生后观察孩子生长发育情况及平时反应，满月的时候再复查一下B超,1
今天早上开你出院,0
这个肿瘤的状况和身体的状况，目前并不是首选手术，如果PH升高不快的话，可以再观察看看后面知道智慧窗口还是有的。,1
尘螨，花粉，霉菌，动物皮屑是比较常见的,1
两周一个疗程，两周后复诊，根据情况调整后续治疗。,1
（2）治疗计划概述：第一天8:00门诊术前检查，第二天7:00复测核酸（务必按时完成，否则影响下午手术），7:30办理入院，下午核酸结果出来后手术；第三天一早出院。,1
还有什么药,0
疫情 上海各项措施严格,0
从照片来看呢，还可以不是很严重，脖子后面稍微有点红肘部问题也不大，那我的建议是这样啊，你这个非激素的药，继续每天用这一天两次，然后呢，你用两天艾洛松你艾洛松就保持一周用两天你用个一个月好了，你停的太快了，有时候。,1
我考虑是良性结节，可以继续随访也可以选择手术,1
我，我觉得可以。,0
因为这些食物都是活血的，容易引起阴道出血增多。,1
如果有这个盆腔炎症或者输卵管炎症的话，就有可能导致这个宫外孕的，因为君子能通过这个宫颈到宫腔，嗯，到达输卵管，那么精子和卵子一旦结合形成受精卵以后，那么会迅速增大，呃，在游走七到十天游走到宫腔着窗，在这个过程中，如果说输卵管有炎症，就有可能造成这个呃受精卵，嗯，到不了宫腔，那么在这个输卵管种植就容易发生这个宫外孕。,1
目前治疗可以继续，过段时间如果不缓解，可以复查一下MRI或CT，必要时放疗。,1
药还没吃完吧？,0
1，如果不伴有尿急和尿痛症状，仅为夜间睡前尿频，多为精神因素相关性尿频，可予米拉贝隆缓解症状。,1
这样，你可以先做个腰穿或者就是说我们做过风流的地方，一个阀门先把脑筋也抽调各30毫升左右，30到50毫升左右，抽掉一点看看，假如抽掉以后症状明显好转啦，那么我还是建议可能我们要压力调整，假如说抽掉以后也一点没好转的话，那估计也不是脑积水引起来的啦。,1
你那样不对！,0
当然就是日常生活方式调节也很重要啊。,1
国产的这个药呢说明书呢，其实是不对的，但是呢，你就按说明书吃吧，应该是说国产的说明书都是0.31天吃两次的那么嗯，国际标准是一克一天三次，但是你就按国产的说明书吃算啦，一天两次，一次两粒呗。,1
